transaction_id,transaction_timestamp,product,category,quantity,unit_price,customer_city,payment_method
334,2026-09-28 10:55:27,Desk,Furniture,4,300.0,Pokhara,mobile_payment
335,2026-09-26 08:42:11,Monitor,Electronics,3,220.0,Bhaktapur,mobile_payment
336,2026-09-15 04:57:46,Headphones,Electronics,1,90.0,Lalitpur,card
337,2026-09-07 00:09:41,Backpack,Accessories,4,55.0,Biratnagar,cash
338,2026-09-18 04:10:18,Desk,Furniture,3,300.0,Pokhara,card
339,2026-09-27 06:41:50,Pen,Stationery,3,2.0,Lalitpur,cash
340,2026-09-23 10:43:19,Backpack,Accessories,3,55.0,Pokhara,mobile_payment
341,2026-09-11 20:03:46,Notebook,Stationery,3,5.0,Bhaktapur,mobile_payment
342,2026-09-01 21:54:21,Desk,Furniture,1,300.0,Pokhara,cash
343,2026-09-30 17:38:38,Desk Chair,Furniture,3,180.0,Kathmandu,mobile_payment
344,2026-09-20 19:33:49,Keyboard,Electronics,1,45.0,Bhaktapur,mobile_payment
345,2026-09-16 03:55:07,Backpack,Accessories,1,55.0,Pokhara,cash
346,2026-09-21 10:02:43,Keyboard,Electronics,5,45.0,Butwal,mobile_payment
347,2026-09-26 21:30:58,Laptop,Electronics,2,850.0,Lalitpur,mobile_payment
348,2026-09-27 20:53:13,Monitor,Electronics,4,220.0,Bhaktapur,mobile_payment
349,2026-09-22 13:34:18,Mouse,Electronics,5,25.0,Pokhara,mobile_payment
350,2026-09-17 04:38:10,Keyboard,Electronics,1,45.0,Bhaktapur,cash
351,2026-09-30 21:56:44,Headphones,Electronics,3,90.0,Bhaktapur,cash
352,2026-09-05 19:00:30,Monitor,Electronics,5,220.0,Biratnagar,mobile_payment
353,2026-09-18 15:05:50,Mouse,Electronics,1,25.0,Lalitpur,card
354,2026-09-30 01:05:36,Desk Chair,Furniture,1,180.0,Bhaktapur,cash
355,2026-09-23 19:16:22,Pen,Stationery,4,2.0,Biratnagar,cash
356,2026-09-12 07:10:42,Desk,Furniture,4,300.0,Pokhara,card
357,2026-10-01 09:39:02,Desk Chair,Furniture,2,180.0,Kathmandu,card
358,2026-09-07 08:35:49,Desk,Furniture,3,300.0,Lalitpur,cash
359,2026-09-26 02:49:41,Notebook,Stationery,5,5.0,Bhaktapur,card
360,2026-09-14 17:55:07,Desk,Furniture,4,300.0,Pokhara,card
361,2026-09-14 02:38:36,Desk Chair,Furniture,4,180.0,Lalitpur,cash
362,2026-10-01 03:56:17,Backpack,Accessories,1,55.0,Lalitpur,cash
363,2026-09-21 19:59:59,Headphones,Electronics,1,90.0,Biratnagar,cash
364,2026-09-10 21:48:05,Desk,Furniture,3,300.0,Bhaktapur,mobile_payment
365,2026-09-02 21:43:38,Pen,Stationery,4,2.0,Biratnagar,cash
366,2026-09-06 22:50:27,Notebook,Stationery,4,5.0,Lalitpur,mobile_payment
367,2026-09-29 09:43:01,Headphones,Electronics,2,90.0,Pokhara,card
368,2026-09-06 12:57:36,Headphones,Electronics,2,90.0,Pokhara,card
369,2026-09-18 20:35:45,Notebook,Stationery,4,5.0,Biratnagar,cash
370,2026-09-23 21:27:29,Notebook,Stationery,3,5.0,Kathmandu,mobile_payment
371,2026-09-20 21:12:16,Pen,Stationery,2,2.0,Kathmandu,cash
372,2026-09-11 17:52:55,Desk Chair,Furniture,3,180.0,Kathmandu,card
373,2026-09-06 01:20:29,Desk,Furniture,5,300.0,Biratnagar,mobile_payment
374,2026-09-19 18:40:35,Pen,Stationery,3,2.0,Kathmandu,cash
375,2026-09-10 21:22:15,Keyboard,Electronics,3,45.0,Butwal,card
376,2026-09-27 11:45:24,Desk,Furniture,1,300.0,Pokhara,mobile_payment
377,2026-09-30 01:01:16,Monitor,Electronics,3,220.0,Lalitpur,mobile_payment
378,2026-10-01 08:16:01,Desk Chair,Furniture,4,180.0,Biratnagar,cash
379,2026-09-27 23:25:26,Mouse,Electronics,2,25.0,Biratnagar,mobile_payment
380,2026-09-14 20:46:48,Backpack,Accessories,3,55.0,Butwal,mobile_payment
381,2026-09-10 02:02:29,Backpack,Accessories,1,55.0,Lalitpur,card
382,2026-09-17 06:18:17,Desk,Furniture,4,300.0,Lalitpur,card
383,2026-09-03 12:25:34,Notebook,Stationery,2,5.0,Butwal,card
384,2026-09-01 16:39:59,Headphones,Electronics,5,90.0,Butwal,card
385,2026-09-03 20:59:34,Keyboard,Electronics,2,45.0,Lalitpur,mobile_payment
386,2026-09-24 16:36:42,Monitor,Electronics,1,220.0,Butwal,mobile_payment
387,2026-09-26 10:40:30,Desk,Furniture,3,300.0,Kathmandu,card
388,2026-09-04 19:04:29,Mouse,Electronics,3,25.0,Pokhara,card
389,2026-09-17 09:54:51,Headphones,Electronics,4,90.0,Pokhara,card
390,2026-09-05 07:31:09,Backpack,Accessories,1,55.0,Biratnagar,cash
391,2026-10-01 12:51:58,Desk Chair,Furniture,3,180.0,Kathmandu,card
392,2026-09-12 13:02:41,Pen,Stationery,2,2.0,Biratnagar,cash
393,2026-09-19 03:39:39,Headphones,Electronics,3,90.0,Kathmandu,card
394,2026-09-26 07:05:47,Notebook,Stationery,1,5.0,Butwal,cash
395,2026-09-30 11:26:20,Headphones,Electronics,3,90.0,Kathmandu,mobile_payment
396,2026-09-10 18:40:03,Desk Chair,Furniture,2,180.0,Pokhara,card
397,2026-09-29 16:02:40,Monitor,Electronics,4,220.0,Lalitpur,cash
398,2026-10-01 07:44:57,Mouse,Electronics,1,25.0,Butwal,card
399,2026-09-23 18:38:05,Keyboard,Electronics,4,45.0,Biratnagar,card
400,2026-09-30 02:16:31,Desk Chair,Furniture,3,180.0,Biratnagar,mobile_payment
401,2026-09-14 02:18:28,Desk,Furniture,4,300.0,Kathmandu,mobile_payment
402,2026-09-26 07:15:26,Mouse,Electronics,4,25.0,Kathmandu,card
403,2026-09-15 13:54:47,Backpack,Accessories,2,55.0,Bhaktapur,card
404,2026-09-23 13:34:00,Headphones,Electronics,4,90.0,Kathmandu,mobile_payment
405,2026-09-11 05:02:35,Backpack,Accessories,5,55.0,Bhaktapur,card
406,2026-09-30 06:42:43,Monitor,Electronics,4,220.0,Bhaktapur,cash
407,2026-09-20 07:37:28,Keyboard,Electronics,3,45.0,Butwal,card
408,2026-09-04 07:48:00,Keyboard,Electronics,1,45.0,Bhaktapur,mobile_payment
409,2026-09-16 22:26:58,Laptop,Electronics,3,850.0,Bhaktapur,mobile_payment
410,2026-09-04 15:16:09,Desk Chair,Furniture,4,180.0,Lalitpur,card
411,2026-09-18 08:40:20,Monitor,Electronics,2,220.0,Butwal,mobile_payment
412,2026-09-14 20:11:07,Desk Chair,Furniture,1,180.0,Pokhara,card
413,2026-09-10 21:51:38,Desk Chair,Furniture,1,180.0,Biratnagar,card
414,2026-09-09 09:30:04,Monitor,Electronics,2,220.0,Butwal,mobile_payment
415,2026-09-22 09:27:05,Keyboard,Electronics,1,45.0,Biratnagar,cash
416,2026-09-04 17:07:07,Headphones,Electronics,4,90.0,Lalitpur,mobile_payment
417,2026-09-23 17:31:01,Notebook,Stationery,5,5.0,Pokhara,cash
418,2026-09-26 01:24:58,Monitor,Electronics,4,220.0,Butwal,cash
419,2026-09-27 00:33:17,Desk Chair,Furniture,5,180.0,Pokhara,mobile_payment
420,2026-09-20 08:33:15,Notebook,Stationery,3,5.0,Pokhara,mobile_payment
421,2026-09-02 14:44:33,Headphones,Electronics,4,90.0,Pokhara,mobile_payment
422,2026-09-22 14:39:01,Laptop,Electronics,3,850.0,Pokhara,card
423,2026-09-30 18:38:17,Keyboard,Electronics,4,45.0,Butwal,card
424,2026-10-01 15:56:21,Mouse,Electronics,3,25.0,Pokhara,cash
425,2026-09-19 23:35:58,Laptop,Electronics,4,850.0,Butwal,cash
426,2026-09-09 04:13:36,Monitor,Electronics,4,220.0,Butwal,mobile_payment
427,2026-09-19 17:48:42,Mouse,Electronics,3,25.0,Biratnagar,mobile_payment
428,2026-09-17 12:35:25,Keyboard,Electronics,4,45.0,Butwal,card
429,2026-09-10 17:29:07,Pen,Stationery,1,2.0,Butwal,card
430,2026-09-05 11:52:41,Headphones,Electronics,1,90.0,Lalitpur,cash
431,2026-09-23 03:04:11,Mouse,Electronics,4,25.0,Lalitpur,mobile_payment
432,2026-09-11 13:26:26,Desk Chair,Furniture,5,180.0,Lalitpur,card
433,2026-09-11 16:32:01,Notebook,Stationery,5,5.0,Butwal,cash
434,2026-09-16 06:04:57,Notebook,Stationery,5,5.0,Bhaktapur,cash
435,2026-09-19 07:01:48,Laptop,Electronics,2,850.0,Butwal,mobile_payment
436,2026-09-13 18:35:36,Desk,Furniture,2,300.0,Bhaktapur,cash
437,2026-09-05 19:23:58,Notebook,Stationery,1,5.0,Lalitpur,cash
438,2026-09-24 16:24:57,Desk Chair,Furniture,3,180.0,Kathmandu,cash
439,2026-09-05 16:03:35,Mouse,Electronics,2,25.0,Lalitpur,card
440,2026-09-11 23:05:11,Monitor,Electronics,5,220.0,Butwal,card
441,2026-09-07 06:49:42,Notebook,Stationery,3,5.0,Lalitpur,card
442,2026-09-16 06:18:00,Pen,Stationery,5,2.0,Kathmandu,card
443,2026-09-29 02:26:32,Headphones,Electronics,5,90.0,Butwal,cash
444,2026-09-13 16:52:11,Pen,Stationery,4,2.0,Bhaktapur,card
445,2026-09-05 03:04:59,Laptop,Electronics,2,850.0,Kathmandu,mobile_payment
446,2026-09-04 13:06:33,Keyboard,Electronics,3,45.0,Pokhara,card
447,2026-09-18 19:46:05,Mouse,Electronics,2,25.0,Pokhara,mobile_payment
448,2026-09-23 23:07:04,Mouse,Electronics,3,25.0,Biratnagar,cash
449,2026-09-06 18:27:46,Desk,Furniture,3,300.0,Pokhara,cash
450,2026-09-15 21:11:44,Desk Chair,Furniture,1,180.0,Bhaktapur,card
451,2026-09-13 06:38:48,Monitor,Electronics,5,220.0,Pokhara,card
452,2026-09-07 04:09:28,Keyboard,Electronics,1,45.0,Lalitpur,card
453,2026-10-01 15:12:52,Notebook,Stationery,1,5.0,Biratnagar,mobile_payment
454,2026-09-03 02:08:29,Backpack,Accessories,1,55.0,Butwal,mobile_payment
455,2026-09-11 04:42:53,Mouse,Electronics,3,25.0,Lalitpur,cash
456,2026-09-23 02:26:44,Desk Chair,Furniture,2,180.0,Butwal,mobile_payment
457,2026-09-07 18:39:27,Laptop,Electronics,2,850.0,Lalitpur,mobile_payment
458,2026-09-21 09:01:06,Headphones,Electronics,4,90.0,Biratnagar,mobile_payment
459,2026-09-16 06:40:36,Laptop,Electronics,3,850.0,Bhaktapur,card
460,2026-09-12 08:32:21,Desk Chair,Furniture,3,180.0,Pokhara,mobile_payment
461,2026-10-01 20:35:11,Backpack,Accessories,1,55.0,Kathmandu,cash
462,2026-10-01 20:52:07,Desk,Furniture,3,300.0,Butwal,mobile_payment
463,2026-09-12 16:24:41,Pen,Stationery,2,2.0,Pokhara,mobile_payment
464,2026-09-09 15:24:51,Desk Chair,Furniture,4,180.0,Lalitpur,mobile_payment
465,2026-09-24 00:33:40,Desk Chair,Furniture,5,180.0,Bhaktapur,mobile_payment
466,2026-09-04 05:44:04,Notebook,Stationery,2,5.0,Lalitpur,card
467,2026-09-07 12:44:02,Pen,Stationery,3,2.0,Pokhara,mobile_payment
468,2026-09-05 13:45:06,Headphones,Electronics,3,90.0,Butwal,cash
469,2026-10-01 15:03:40,Desk Chair,Furniture,2,180.0,Biratnagar,cash
470,2026-09-02 05:48:08,Monitor,Electronics,3,220.0,Kathmandu,card
471,2026-09-22 18:57:22,Pen,Stationery,3,2.0,Biratnagar,mobile_payment
472,2026-09-30 02:34:53,Desk,Furniture,2,300.0,Butwal,cash
473,2026-09-16 08:33:49,Pen,Stationery,5,2.0,Pokhara,cash
474,2026-09-18 13:00:10,Backpack,Accessories,1,55.0,Lalitpur,cash
475,2026-09-20 07:54:09,Monitor,Electronics,2,220.0,Lalitpur,card
476,2026-09-22 00:59:15,Desk Chair,Furniture,3,180.0,Bhaktapur,card
477,2026-09-25 22:36:42,Laptop,Electronics,5,850.0,Butwal,cash
478,2026-09-08 17:59:21,Headphones,Electronics,3,90.0,Lalitpur,cash
479,2026-10-01 06:34:48,Mouse,Electronics,1,25.0,Pokhara,card
480,2026-09-22 19:35:12,Mouse,Electronics,5,25.0,Lalitpur,card
481,2026-09-05 13:52:11,Monitor,Electronics,4,220.0,Pokhara,cash
482,2026-09-15 09:32:22,Mouse,Electronics,3,25.0,Butwal,card
483,2026-09-02 18:36:57,Desk Chair,Furniture,5,180.0,Kathmandu,mobile_payment
484,2026-09-21 23:48:36,Pen,Stationery,3,2.0,Butwal,cash
485,2026-09-11 07:59:52,Keyboard,Electronics,5,45.0,Pokhara,cash
486,2026-09-09 06:22:45,Desk Chair,Furniture,5,180.0,Butwal,mobile_payment
487,2026-09-06 19:08:13,Monitor,Electronics,5,220.0,Pokhara,mobile_payment
488,2026-09-24 05:49:07,Monitor,Electronics,5,220.0,Pokhara,card
489,2026-10-01 01:20:39,Mouse,Electronics,1,25.0,Bhaktapur,mobile_payment
490,2026-09-16 11:39:55,Backpack,Accessories,4,55.0,Kathmandu,mobile_payment
491,2026-09-01 15:57:11,Desk Chair,Furniture,1,180.0,Butwal,cash
492,2026-09-13 12:58:37,Desk Chair,Furniture,1,180.0,Biratnagar,mobile_payment
493,2026-09-23 07:32:52,Monitor,Electronics,2,220.0,Biratnagar,cash
494,2026-09-01 00:38:13,Keyboard,Electronics,4,45.0,Kathmandu,mobile_payment
495,2026-09-29 14:04:11,Pen,Stationery,1,2.0,Bhaktapur,card
496,2026-09-22 06:37:53,Backpack,Accessories,1,55.0,Biratnagar,card
497,2026-09-06 01:26:47,Desk Chair,Furniture,5,180.0,Bhaktapur,card
498,2026-09-30 10:45:44,Pen,Stationery,5,2.0,Bhaktapur,mobile_payment
499,2026-09-12 04:20:31,Backpack,Accessories,3,55.0,Pokhara,mobile_payment
500,2026-10-01 05:57:47,Desk,Furniture,3,300.0,Butwal,cash
501,2026-09-19 04:05:26,Headphones,Electronics,1,90.0,Butwal,cash
502,2026-09-20 06:55:27,Mouse,Electronics,5,25.0,Lalitpur,mobile_payment
503,2026-09-09 04:22:53,Pen,Stationery,4,2.0,Pokhara,mobile_payment
504,2026-09-21 18:34:55,Desk,Furniture,5,300.0,Bhaktapur,cash
505,2026-09-20 04:02:22,Keyboard,Electronics,4,45.0,Bhaktapur,mobile_payment
506,2026-09-08 16:27:02,Notebook,Stationery,3,5.0,Bhaktapur,card
507,2026-09-04 03:48:23,Desk Chair,Furniture,5,180.0,Butwal,mobile_payment
508,2026-09-05 00:44:11,Pen,Stationery,4,2.0,Lalitpur,mobile_payment
509,2026-09-12 13:07:35,Backpack,Accessories,3,55.0,Pokhara,mobile_payment
510,2026-09-06 07:57:44,Notebook,Stationery,1,5.0,Lalitpur,card
511,2026-09-13 23:27:02,Notebook,Stationery,3,5.0,Kathmandu,mobile_payment
512,2026-09-15 11:29:06,Backpack,Accessories,4,55.0,Lalitpur,card
513,2026-09-20 11:04:45,Pen,Stationery,1,2.0,Butwal,card
514,2026-09-19 22:49:31,Monitor,Electronics,2,220.0,Pokhara,mobile_payment
515,2026-09-01 16:11:17,Keyboard,Electronics,2,45.0,Bhaktapur,cash
516,2026-09-15 19:41:25,Mouse,Electronics,4,25.0,Bhaktapur,cash
517,2026-09-04 03:32:49,Desk,Furniture,3,300.0,Pokhara,cash
518,2026-09-24 02:57:39,Pen,Stationery,3,2.0,Butwal,mobile_payment
519,2026-09-04 10:12:33,Headphones,Electronics,1,90.0,Lalitpur,cash
520,2026-09-03 16:39:37,Mouse,Electronics,1,25.0,Lalitpur,card
521,2026-09-27 07:23:11,Monitor,Electronics,4,220.0,Kathmandu,cash
522,2026-09-20 20:38:36,Laptop,Electronics,4,850.0,Biratnagar,card
523,2026-09-06 21:01:34,Keyboard,Electronics,3,45.0,Lalitpur,cash
524,2026-09-30 16:08:54,Mouse,Electronics,4,25.0,Pokhara,cash
525,2026-09-16 15:16:38,Monitor,Electronics,2,220.0,Butwal,cash
526,2026-09-24 08:33:33,Keyboard,Electronics,5,45.0,Biratnagar,cash
527,2026-09-24 20:36:46,Keyboard,Electronics,2,45.0,Biratnagar,mobile_payment
528,2026-09-30 02:52:52,Desk Chair,Furniture,2,180.0,Butwal,card
529,2026-09-30 19:47:45,Keyboard,Electronics,3,45.0,Lalitpur,cash
530,2026-09-17 07:22:59,Desk,Furniture,1,300.0,Butwal,cash
531,2026-09-21 05:07:38,Backpack,Accessories,4,55.0,Pokhara,mobile_payment
532,2026-09-23 11:35:03,Pen,Stationery,3,2.0,Pokhara,cash
533,2026-09-09 00:45:07,Monitor,Electronics,5,220.0,Pokhara,card
534,2026-09-20 18:39:14,Desk,Furniture,1,300.0,Pokhara,card
535,2026-09-15 09:44:58,Notebook,Stationery,5,5.0,Biratnagar,card
536,2026-09-14 21:50:05,Headphones,Electronics,4,90.0,Biratnagar,cash
537,2026-09-04 04:46:38,Desk,Furniture,5,300.0,Butwal,cash
538,2026-09-07 06:54:35,Desk,Furniture,1,300.0,Lalitpur,mobile_payment
539,2026-09-03 21:35:45,Notebook,Stationery,1,5.0,Kathmandu,card
540,2026-09-17 03:41:05,Mouse,Electronics,2,25.0,Lalitpur,mobile_payment
541,2026-09-03 06:26:13,Mouse,Electronics,2,25.0,Lalitpur,cash
542,2026-09-13 01:28:35,Backpack,Accessories,1,55.0,Bhaktapur,cash
543,2026-09-04 21:39:18,Backpack,Accessories,1,55.0,Butwal,card
544,2026-09-13 16:51:45,Mouse,Electronics,3,25.0,Pokhara,card
545,2026-09-26 09:24:31,Headphones,Electronics,2,90.0,Kathmandu,card
546,2026-09-20 05:49:10,Keyboard,Electronics,5,45.0,Lalitpur,cash
547,2026-09-09 23:48:03,Mouse,Electronics,5,25.0,Bhaktapur,card
548,2026-09-28 23:08:57,Notebook,Stationery,4,5.0,Pokhara,card
549,2026-09-20 06:17:02,Desk Chair,Furniture,3,180.0,Kathmandu,cash
550,2026-10-01 21:22:36,Backpack,Accessories,2,55.0,Lalitpur,card
551,2026-09-01 15:49:22,Desk,Furniture,3,300.0,Pokhara,cash
552,2026-10-01 21:14:18,Keyboard,Electronics,4,45.0,Pokhara,mobile_payment
553,2026-09-25 17:34:15,Monitor,Electronics,1,220.0,Kathmandu,cash
554,2026-09-09 08:47:20,Headphones,Electronics,4,90.0,Bhaktapur,card
555,2026-09-30 21:49:32,Headphones,Electronics,5,90.0,Lalitpur,cash
556,2026-09-07 18:43:12,Mouse,Electronics,2,25.0,Biratnagar,card
557,2026-09-27 11:36:28,Desk Chair,Furniture,4,180.0,Biratnagar,mobile_payment
558,2026-09-14 06:26:48,Desk Chair,Furniture,1,180.0,Bhaktapur,card
559,2026-09-02 15:11:40,Mouse,Electronics,1,25.0,Biratnagar,cash
560,2026-09-26 05:45:51,Monitor,Electronics,3,220.0,Biratnagar,cash
561,2026-09-21 01:22:19,Backpack,Accessories,2,55.0,Biratnagar,card
562,2026-09-01 12:42:30,Headphones,Electronics,5,90.0,Lalitpur,cash
563,2026-09-24 07:03:05,Backpack,Accessories,2,55.0,Butwal,mobile_payment
564,2026-09-01 21:39:57,Desk Chair,Furniture,3,180.0,Butwal,card
565,2026-09-10 09:04:32,Monitor,Electronics,3,220.0,Bhaktapur,card
566,2026-09-15 20:43:56,Headphones,Electronics,2,90.0,Butwal,mobile_payment
567,2026-09-05 10:31:46,Headphones,Electronics,3,90.0,Biratnagar,card
568,2026-09-10 02:44:33,Desk,Furniture,1,300.0,Kathmandu,mobile_payment
569,2026-09-12 15:43:54,Pen,Stationery,2,2.0,Pokhara,card
570,2026-09-07 01:32:44,Headphones,Electronics,4,90.0,Kathmandu,mobile_payment
571,2026-09-21 11:23:43,Monitor,Electronics,2,220.0,Bhaktapur,cash
572,2026-09-05 23:47:23,Pen,Stationery,5,2.0,Kathmandu,card
573,2026-09-21 04:53:20,Headphones,Electronics,5,90.0,Butwal,mobile_payment
574,2026-09-30 10:45:30,Laptop,Electronics,2,850.0,Kathmandu,card
575,2026-09-26 13:15:36,Pen,Stationery,1,2.0,Kathmandu,card
576,2026-09-23 06:22:20,Pen,Stationery,1,2.0,Butwal,cash
577,2026-09-12 17:27:08,Desk,Furniture,5,300.0,Butwal,cash
578,2026-09-24 02:26:45,Backpack,Accessories,2,55.0,Biratnagar,cash
579,2026-09-01 13:44:53,Backpack,Accessories,2,55.0,Kathmandu,mobile_payment
580,2026-09-24 18:12:36,Mouse,Electronics,1,25.0,Bhaktapur,cash
581,2026-09-11 03:47:18,Keyboard,Electronics,5,45.0,Pokhara,mobile_payment
582,2026-09-03 01:45:33,Notebook,Stationery,1,5.0,Lalitpur,cash
583,2026-09-04 14:28:16,Headphones,Electronics,1,90.0,Butwal,mobile_payment
584,2026-09-27 13:04:47,Backpack,Accessories,4,55.0,Kathmandu,mobile_payment
585,2026-09-28 02:45:36,Keyboard,Electronics,3,45.0,Lalitpur,mobile_payment
586,2026-10-01 12:54:00,Monitor,Electronics,2,220.0,Pokhara,cash
587,2026-09-29 20:27:42,Laptop,Electronics,1,850.0,Lalitpur,card
588,2026-09-05 17:17:14,Mouse,Electronics,2,25.0,Lalitpur,cash
589,2026-09-08 05:29:36,Desk,Furniture,2,300.0,Bhaktapur,card
590,2026-09-23 10:21:44,Laptop,Electronics,2,850.0,Kathmandu,card
591,2026-09-13 08:30:29,Headphones,Electronics,4,90.0,Pokhara,mobile_payment
592,2026-09-13 10:54:56,Pen,Stationery,2,2.0,Kathmandu,mobile_payment
593,2026-09-27 10:04:46,Backpack,Accessories,1,55.0,Lalitpur,mobile_payment
594,2026-09-24 05:31:54,Pen,Stationery,2,2.0,Lalitpur,cash
595,2026-09-25 16:52:45,Keyboard,Electronics,5,45.0,Butwal,cash
596,2026-09-04 12:40:32,Mouse,Electronics,3,25.0,Biratnagar,cash
597,2026-09-12 18:43:06,Keyboard,Electronics,2,45.0,Lalitpur,cash
598,2026-09-28 11:03:49,Pen,Stationery,1,2.0,Bhaktapur,cash
599,2026-09-11 16:46:49,Desk Chair,Furniture,3,180.0,Lalitpur,card
600,2026-09-03 23:35:12,Headphones,Electronics,5,90.0,Kathmandu,mobile_payment
601,2026-09-18 00:54:13,Backpack,Accessories,1,55.0,Biratnagar,card
602,2026-09-12 02:05:22,Notebook,Stationery,5,5.0,Bhaktapur,cash
603,2026-09-14 16:12:24,Desk Chair,Furniture,5,180.0,Lalitpur,card
604,2026-09-01 20:34:50,Monitor,Electronics,2,220.0,Butwal,cash
605,2026-09-28 13:23:22,Pen,Stationery,4,2.0,Bhaktapur,mobile_payment
606,2026-09-06 13:10:13,Desk Chair,Furniture,4,180.0,Pokhara,card
607,2026-09-12 01:59:33,Mouse,Electronics,1,25.0,Butwal,mobile_payment
608,2026-09-25 15:53:22,Pen,Stationery,5,2.0,Lalitpur,cash
609,2026-09-07 01:48:18,Desk,Furniture,1,300.0,Bhaktapur,cash
610,2026-09-04 23:44:19,Laptop,Electronics,5,850.0,Biratnagar,mobile_payment
611,2026-09-01 04:55:26,Notebook,Stationery,1,5.0,Kathmandu,mobile_payment
612,2026-10-01 02:27:31,Keyboard,Electronics,1,45.0,Butwal,card
613,2026-09-13 15:39:56,Pen,Stationery,2,2.0,Biratnagar,mobile_payment
614,2026-09-11 15:26:06,Backpack,Accessories,3,55.0,Biratnagar,mobile_payment
615,2026-09-09 08:38:19,Laptop,Electronics,2,850.0,Kathmandu,cash
616,2026-09-18 09:35:37,Headphones,Electronics,1,90.0,Biratnagar,cash
617,2026-09-05 04:06:36,Laptop,Electronics,1,850.0,Kathmandu,card
618,2026-09-17 05:31:53,Pen,Stationery,1,2.0,Pokhara,mobile_payment
619,2026-09-08 21:45:16,Laptop,Electronics,1,850.0,Bhaktapur,mobile_payment
620,2026-09-17 19:14:22,Laptop,Electronics,3,850.0,Kathmandu,mobile_payment
621,2026-09-21 16:06:12,Keyboard,Electronics,2,45.0,Pokhara,mobile_payment
622,2026-09-07 00:21:56,Laptop,Electronics,4,850.0,Kathmandu,card
623,2026-09-25 14:08:28,Desk,Furniture,3,300.0,Pokhara,mobile_payment
624,2026-09-18 20:31:51,Laptop,Electronics,3,850.0,Kathmandu,mobile_payment
625,2026-09-30 22:03:49,Desk,Furniture,4,300.0,Butwal,cash
626,2026-09-05 04:41:38,Headphones,Electronics,4,90.0,Lalitpur,mobile_payment
627,2026-09-23 04:10:19,Desk Chair,Furniture,1,180.0,Kathmandu,card
628,2026-09-02 00:43:21,Desk,Furniture,3,300.0,Lalitpur,cash
629,2026-09-26 04:27:21,Laptop,Electronics,5,850.0,Kathmandu,card
630,2026-09-26 19:56:11,Desk,Furniture,2,300.0,Kathmandu,cash
631,2026-09-06 16:09:50,Pen,Stationery,2,2.0,Bhaktapur,mobile_payment
632,2026-09-27 22:19:31,Laptop,Electronics,4,850.0,Pokhara,cash
633,2026-09-04 22:57:59,Laptop,Electronics,1,850.0,Pokhara,cash
634,2026-09-19 00:06:10,Monitor,Electronics,5,220.0,Kathmandu,mobile_payment
635,2026-09-19 00:04:15,Notebook,Stationery,4,5.0,Bhaktapur,card
636,2026-09-23 14:52:01,Keyboard,Electronics,3,45.0,Biratnagar,cash
637,2026-09-09 20:51:28,Notebook,Stationery,5,5.0,Lalitpur,cash
638,2026-09-04 02:18:00,Pen,Stationery,5,2.0,Biratnagar,mobile_payment
639,2026-09-10 09:16:16,Pen,Stationery,1,2.0,Pokhara,cash
640,2026-09-15 21:32:26,Keyboard,Electronics,3,45.0,Butwal,mobile_payment
641,2026-09-11 04:05:09,Pen,Stationery,5,2.0,Butwal,cash
642,2026-09-13 08:21:12,Headphones,Electronics,5,90.0,Biratnagar,card
643,2026-09-18 09:26:40,Monitor,Electronics,5,220.0,Bhaktapur,card
644,2026-09-16 12:43:42,Mouse,Electronics,2,25.0,Lalitpur,card
645,2026-09-22 12:10:05,Desk Chair,Furniture,5,180.0,Biratnagar,card
646,2026-09-20 06:52:17,Monitor,Electronics,1,220.0,Lalitpur,card
647,2026-09-06 08:11:19,Pen,Stationery,3,2.0,Butwal,cash
648,2026-09-25 07:29:13,Mouse,Electronics,5,25.0,Bhaktapur,card
649,2026-09-24 20:29:09,Laptop,Electronics,5,850.0,Pokhara,card
650,2026-09-23 15:05:51,Keyboard,Electronics,3,45.0,Bhaktapur,mobile_payment
651,2026-09-22 00:19:58,Desk,Furniture,2,300.0,Bhaktapur,cash
652,2026-09-09 07:36:49,Laptop,Electronics,5,850.0,Lalitpur,mobile_payment
653,2026-09-11 04:38:08,Monitor,Electronics,5,220.0,Kathmandu,mobile_payment
654,2026-09-05 06:59:04,Laptop,Electronics,2,850.0,Lalitpur,cash
655,2026-09-11 03:20:04,Monitor,Electronics,1,220.0,Butwal,cash
656,2026-09-22 17:37:51,Desk Chair,Furniture,4,180.0,Biratnagar,card
657,2026-09-22 22:14:58,Notebook,Stationery,5,5.0,Bhaktapur,card
658,2026-09-01 12:41:17,Desk Chair,Furniture,1,180.0,Biratnagar,card
659,2026-09-24 02:58:22,Notebook,Stationery,5,5.0,Lalitpur,card
660,2026-09-22 06:38:39,Backpack,Accessories,4,55.0,Lalitpur,mobile_payment
661,2026-09-25 18:01:42,Laptop,Electronics,2,850.0,Biratnagar,mobile_payment
662,2026-09-29 11:46:08,Laptop,Electronics,2,850.0,Pokhara,card
663,2026-09-18 13:13:06,Pen,Stationery,4,2.0,Lalitpur,card
664,2026-09-06 20:58:04,Desk Chair,Furniture,1,180.0,Butwal,card
665,2026-09-16 03:45:08,Desk Chair,Furniture,3,180.0,Pokhara,mobile_payment
666,2026-09-12 12:26:55,Keyboard,Electronics,1,45.0,Pokhara,card
667,2026-09-17 14:47:00,Headphones,Electronics,5,90.0,Lalitpur,card
